delivery_id,order_id,delivery_status,delivery_time,rider_id
169,8021,Delivered,18:52:03,5
170,2233,Delivered,23:44:56,32
171,994,Delivered,10:33:18,8
172,9413,Delivered,19:54:04,2
173,7059,Delivered,13:32:43,1
174,6790,Delivered,13:42:14,4
175,361,Delivered,17:50:21,29
176,305,Delivered,22:15:41,6
177,2628,Delivered,22:19:02,21
178,8966,Delivered,20:45:21,1
179,4514,Delivered,13:07:37,18
180,5911,Delivered,16:40:43,21
181,8314,Delivered,18:09:28,16
182,3101,Delivered,09:07:29,25
183,5704,Delivered,11:05:24,12
184,3899,Delivered,18:42:22,5
185,5441,Delivered,22:44:20,27
186,7931,Delivered,17:29:18,14
187,622,Delivered,11:03:56,3
188,7236,Delivered,18:25:48,24
189,2499,Delivered,15:20:30,4
190,714,Delivered,15:12:33,8
191,8404,Delivered,09:48:02,13
192,2856,Delivered,16:25:41,25
193,4270,Delivered,18:50:37,29
194,2909,Delivered,10:21:47,16
195,8081,Delivered,11:08:30,17
196,4517,Delivered,11:24:26,34
197,1262,Delivered,14:58:19,31
198,3161,Delivered,09:11:14,5
199,971,Delivered,08:31:08,19
200,3913,Delivered,20:41:48,30
201,5199,Delivered,08:05:52,30
202,8847,Delivered,16:53:24,6
203,260,Delivered,08:09:24,31
204,3791,Delivered,12:02:52,30
205,9203,Delivered,21:45:58,18
206,488,Delivered,09:59:53,26
207,7908,Delivered,22:32:54,27
208,519,Delivered,18:05:32,6
209,8343,Delivered,12:39:30,2
210,312,Delivered,08:21:22,18
211,3232,Delivered,22:56:54,21
212,7933,Delivered,12:52:14,12
213,7458,Delivered,18:54:14,23
214,9784,Delivered,08:24:59,13
215,5184,Delivered,18:57:42,31
216,8077,Delivered,17:15:32,30
217,6502,Delivered,14:10:12,18
218,6791,Delivered,14:24:25,16
219,7773,Delivered,10:24:56,9
220,2738,Delivered,08:32:00,30
221,7842,Delivered,08:01:15,18
222,6262,Delivered,15:41:37,6
223,8206,Delivered,14:07:51,11
224,1248,Delivered,18:25:35,22
225,9336,Delivered,22:02:28,6
226,4195,Delivered,21:18:14,15
227,8001,Delivered,18:43:18,12
228,7378,Delivered,22:35:47,30
229,3435,Delivered,20:56:29,12
230,5382,Delivered,10:46:36,21
231,959,Delivered,21:42:04,27
232,417,Delivered,14:15:35,24
233,5742,Delivered,21:35:43,13
234,6728,Delivered,16:39:20,19
235,4382,Delivered,22:02:56,32
236,5197,Delivered,19:13:53,2
237,1113,Delivered,16:11:57,16
238,2689,Delivered,08:22:02,11
239,6473,Delivered,11:28:43,9
240,8820,Delivered,21:49:47,27
241,7808,Delivered,23:10:52,22
242,3411,Delivered,23:54:17,6
243,81,Delivered,09:14:42,7
244,4614,Delivered,14:55:26,4
245,1374,Delivered,19:35:03,7
246,1510,Delivered,21:21:37,16
247,6443,Delivered,18:34:18,12
248,3071,Delivered,23:09:17,18
249,3016,Delivered,17:24:01,20
250,4823,Delivered,12:59:52,21
251,7822,Delivered,08:31:14,15
252,93,Delivered,11:44:09,34
253,9421,Delivered,09:50:50,2
254,6600,Delivered,09:33:58,13
255,4443,Delivered,22:22:33,32
256,7602,Delivered,16:01:24,32
257,3835,Delivered,22:34:56,16
258,9702,Delivered,23:24:02,32
259,4322,Delivered,20:49:07,18
260,3394,Delivered,15:03:25,32
261,4752,Delivered,13:47:06,18
262,7229,Delivered,19:12:58,22
263,9191,Delivered,22:49:44,8
264,2361,Delivered,21:06:04,16
265,1148,Delivered,19:57:53,11
266,5666,Delivered,08:13:03,5
267,8075,Delivered,13:30:55,27
268,4943,Delivered,08:47:54,3
269,3663,Delivered,08:16:10,8
270,1563,Delivered,12:30:01,21
271,4113,Delivered,22:08:19,24
272,9050,Delivered,12:39:52,2
273,9276,Delivered,17:12:59,32
274,8538,Delivered,13:27:16,11
275,795,Delivered,09:59:03,33
276,5854,Delivered,08:38:29,16
277,7619,Delivered,12:14:42,28
278,1594,Delivered,09:46:50,18
279,7418,Delivered,15:15:07,8
280,5267,Delivered,12:51:45,15
281,7147,Delivered,21:47:04,30
282,89,Delivered,22:25:28,3
283,8695,Delivered,22:20:40,6
284,9732,Delivered,19:11:13,4
285,9446,Delivered,11:56:33,21
286,6754,Delivered,16:28:37,19
287,3502,Delivered,18:34:34,29
288,2234,Delivered,19:44:44,33
289,2803,Delivered,23:49:55,17
290,4424,Delivered,14:08:59,34
291,5663,Delivered,12:14:10,19
292,7170,Delivered,18:41:42,15
293,8337,Delivered,21:47:44,18
294,2148,Delivered,19:23:56,9
295,7969,Delivered,23:14:14,2
296,6551,Delivered,21:17:12,17
297,7643,Delivered,18:21:41,6
298,6164,Delivered,19:25:02,16
299,1495,Delivered,11:04:39,1
300,7696,Delivered,10:54:33,31
301,7094,Delivered,20:29:59,19
302,1409,Delivered,21:48:11,12
303,6691,Delivered,11:27:17,4
304,3401,Delivered,13:44:18,15
305,109,Delivered,22:48:43,10
306,5636,Delivered,14:21:12,8
307,8482,Delivered,22:35:04,15
308,6604,Delivered,19:33:01,8
309,1091,Delivered,10:10:44,9
310,5560,Delivered,15:26:38,12
311,9412,Delivered,15:11:36,15
312,8143,Delivered,15:12:18,2
313,8664,Delivered,16:17:20,4
314,6596,Delivered,08:55:01,23
315,624,Delivered,16:51:58,29
316,6871,Delivered,08:54:51,3
317,4814,Delivered,20:22:13,31
318,6553,Delivered,19:25:46,15
319,7530,Delivered,14:38:12,4
320,5796,Delivered,13:07:05,25
321,7437,Delivered,14:05:39,3
322,4218,Delivered,13:04:11,25
323,5941,Delivered,08:25:19,11
324,8501,Delivered,19:12:04,24
325,6429,Delivered,14:06:12,32
326,6827,Delivered,19:15:55,22
327,4131,Delivered,23:58:04,8
328,7802,Delivered,09:36:21,9
329,7754,Delivered,13:30:26,10
330,4722,Delivered,11:38:52,10
331,1651,Delivered,23:03:18,5
332,4141,Delivered,15:45:40,21
333,1618,Delivered,23:38:08,31
334,2030,Delivered,23:25:09,15
335,8518,Delivered,17:48:27,14
336,4576,Delivered,12:53:32,3
337,3993,Delivered,15:15:52,29
338,7377,Delivered,08:25:54,29
339,6150,Delivered,16:37:03,9
340,4909,Delivered,12:12:39,16
341,5027,Delivered,20:36:37,27
342,8261,Delivered,11:12:40,29
343,4732,Delivered,22:11:20,8
344,7549,Delivered,20:23:31,17
345,8135,Delivered,14:23:04,31
346,1607,Delivered,08:47:46,6
347,4774,Delivered,16:49:58,26
348,8110,Delivered,19:28:27,12
349,6952,Delivered,08:24:34,21
350,6005,Delivered,08:07:48,24
351,7729,Delivered,09:38:10,2
352,3542,Delivered,08:25:55,10
353,389,Delivered,13:20:12,23
354,1795,Delivered,08:56:45,16
355,8732,Delivered,18:19:02,19
356,4920,Delivered,22:06:00,24
357,5538,Delivered,23:18:35,1
358,3873,Delivered,17:54:39,16
359,8869,Delivered,17:30:51,32
360,2255,Delivered,21:08:51,33
361,3413,Delivered,09:59:01,17
362,5460,Delivered,20:11:48,33
363,4956,Delivered,08:17:58,2
364,7397,Delivered,13:58:47,13
365,5415,Delivered,13:08:31,24
366,7400,Delivered,22:29:54,34
367,7415,Delivered,09:33:13,21
368,9101,Delivered,14:53:46,16
369,4852,Delivered,13:57:05,27
370,2026,Delivered,10:09:58,2
371,2616,Delivered,08:44:15,22
372,7389,Delivered,21:01:59,9
373,2927,Delivered,16:23:20,2
374,1122,Delivered,15:41:09,15
375,2911,Delivered,10:41:29,15
376,8147,Delivered,22:32:52,18
377,7384,Delivered,22:14:05,4
378,3483,Delivered,19:22:13,27
379,796,Delivered,13:19:48,2
380,1576,Delivered,16:34:00,28
381,6177,Delivered,09:53:41,19
382,6267,Delivered,23:35:25,12
383,2459,Delivered,11:24:18,10
384,3313,Delivered,14:50:23,5
385,1254,Delivered,11:01:49,12
386,6835,Delivered,13:33:05,20
387,8795,Delivered,16:48:14,8
388,3838,Delivered,18:11:11,15
389,4399,Delivered,16:18:34,15
390,3596,Delivered,14:53:54,29
391,6622,Delivered,10:59:36,16
392,8383,Delivered,17:14:03,11
393,2125,Delivered,19:55:26,31
394,3239,Delivered,20:48:44,18
395,5404,Delivered,13:01:12,27
396,5999,Delivered,16:31:06,2
397,5939,Delivered,11:00:22,27
398,2046,Delivered,20:35:46,34
399,1579,Delivered,16:07:27,13
400,15,Delivered,19:04:41,10
401,2674,Delivered,19:20:51,7
402,7017,Delivered,08:07:31,32
403,8721,Delivered,19:39:13,22
404,8850,Delivered,23:58:06,8
405,4813,Delivered,12:57:25,31
406,1085,Delivered,10:54:49,18
407,4984,Delivered,17:24:43,21
408,7156,Delivered,17:08:40,9
409,2885,Delivered,11:12:56,20
410,334,Delivered,17:29:13,20
411,7205,Delivered,17:37:36,14
412,4368,Delivered,21:16:49,19
413,3080,Delivered,19:30:50,2
414,7204,Delivered,22:00:36,25
415,9910,Delivered,12:02:45,24
416,8865,Delivered,23:34:51,6
417,264,Delivered,11:59:22,20
418,4338,Delivered,13:11:53,24
419,8896,Delivered,19:31:19,6
420,8448,Delivered,22:54:51,12
421,5904,Delivered,08:26:38,9
422,1499,Delivered,23:09:31,25
423,4191,Delivered,20:23:47,28
424,7486,Delivered,17:28:26,29
425,9644,Delivered,15:45:25,34
426,8311,Delivered,23:59:03,28
427,7591,Delivered,20:41:23,22
428,501,Delivered,08:32:49,25
429,9156,Delivered,09:28:53,17
430,9415,Delivered,20:22:38,31
431,3096,Delivered,21:18:12,25
432,4632,Delivered,16:55:09,2
433,368,Delivered,19:16:21,17
434,4059,Delivered,21:23:10,34
435,8175,Delivered,18:02:19,12
436,4631,Delivered,11:23:56,2
437,6071,Delivered,10:32:04,7
438,2665,Delivered,09:14:07,17
439,1027,Delivered,18:35:46,19
440,5909,Delivered,19:36:16,10
441,5051,Delivered,19:13:26,18
442,6329,Delivered,16:05:59,10
443,9734,Delivered,11:22:23,25
444,1692,Delivered,22:42:53,10
445,674,Delivered,10:20:11,22
446,5573,Delivered,18:27:22,22
447,5767,Delivered,15:47:46,22
448,5157,Delivered,10:30:10,2
449,734,Delivered,10:33:41,25
450,3527,Delivered,08:09:46,29
451,569,Delivered,21:55:07,29
452,9188,Delivered,19:03:26,4
453,2923,Delivered,09:43:53,32
454,7912,Delivered,22:35:25,9
455,1559,Delivered,14:32:10,14
456,102,Delivered,11:34:45,13
457,3008,Delivered,10:24:12,26
458,7202,Delivered,15:47:53,1
459,304,Delivered,18:40:39,10
460,77,Delivered,21:30:36,7
461,6755,Delivered,09:05:02,21
462,8630,Delivered,20:50:11,30
463,1209,Delivered,18:25:14,2
464,7743,Delivered,09:40:23,17
465,8215,Delivered,23:51:28,17
466,8945,Delivered,13:04:19,22
467,8414,Delivered,08:14:41,7
468,1776,Delivered,17:37:50,16
469,3474,Delivered,08:01:03,31
470,484,Delivered,12:37:18,34
471,2190,Delivered,13:26:00,14
472,347,Delivered,18:44:31,2
473,5482,Delivered,16:09:14,29
474,8362,Delivered,11:57:57,24
475,1473,Delivered,18:58:01,7
476,5101,Delivered,13:16:25,32
477,6766,Delivered,21:13:31,27
478,8707,Delivered,11:56:32,29
479,4930,Delivered,19:35:41,18
480,6330,Delivered,10:45:45,1
481,2610,Delivered,18:08:41,22
482,4,Delivered,20:04:52,6
483,2214,Delivered,13:15:45,20
484,4828,Delivered,21:21:10,18
485,857,Delivered,21:48:49,28
486,6978,Delivered,08:23:24,18
487,5886,Delivered,09:12:09,18
488,625,Delivered,19:51:32,9
489,291,Delivered,14:34:26,8
490,2019,Delivered,18:51:14,7
491,669,Delivered,20:29:44,15
492,8922,Delivered,10:00:08,8
493,8265,Delivered,13:52:29,31
494,9697,Delivered,23:59:32,1
495,1632,Delivered,08:11:11,33
496,5171,Delivered,10:01:35,34
497,7206,Delivered,11:42:05,19
498,2523,Delivered,20:50:39,9
499,2216,Delivered,17:14:47,29
500,6969,Delivered,11:29:05,29
501,6497,Delivered,17:01:31,28
502,6214,Delivered,10:10:20,5
503,7033,Delivered,18:03:00,4
504,7421,Delivered,13:25:33,17
505,1108,Delivered,23:05:21,15
506,451,Delivered,10:23:06,9
507,6290,Delivered,18:32:04,18
508,9967,Delivered,08:21:01,7
509,136,Delivered,11:54:29,21
510,1786,Delivered,16:23:22,2
511,3405,Delivered,20:23:49,8
512,2907,Delivered,10:18:00,16
513,8305,Delivered,19:59:34,1
514,7493,Delivered,15:44:23,19
515,6101,Delivered,12:41:46,2
516,4505,Delivered,15:41:55,31
517,5054,Delivered,14:11:32,21
518,5206,Delivered,08:54:53,16
519,4081,Delivered,23:57:18,22
520,6919,Delivered,13:03:55,3
521,6803,Delivered,08:58:05,30
522,5207,Delivered,10:47:54,6
523,533,Delivered,22:23:57,34
524,4831,Delivered,21:15:28,8
525,4039,Delivered,11:04:24,4
526,4085,Delivered,18:25:13,20
527,3205,Delivered,08:25:08,5
528,7111,Delivered,13:28:05,18
529,331,Delivered,10:16:37,10
530,4958,Delivered,18:19:59,3
531,3034,Delivered,15:25:51,11
532,7685,Delivered,16:35:06,7
533,1598,Delivered,09:01:12,25
534,9920,Delivered,09:35:35,14
535,3598,Delivered,12:50:41,13
536,9039,Delivered,12:27:22,28
537,8002,Delivered,15:42:05,34
538,591,Delivered,19:59:09,15
539,648,Delivered,22:48:10,11
540,9103,Delivered,15:02:21,7
541,8016,Delivered,18:04:34,25
542,3772,Delivered,19:33:40,15
543,9040,Delivered,11:46:53,25
544,5083,Delivered,10:31:55,6
545,7883,Delivered,16:01:47,34
546,9363,Delivered,17:10:13,16
547,4211,Delivered,10:31:26,30
548,8835,Delivered,12:23:19,9
549,8700,Delivered,08:41:23,28
550,1796,Delivered,12:46:02,14
551,2587,Delivered,10:53:26,11
552,8356,Delivered,14:27:28,12
553,2317,Delivered,14:21:46,5
554,4186,Delivered,17:40:52,4
555,8828,Delivered,08:52:15,33
556,7073,Delivered,18:43:47,30
557,5235,Delivered,23:54:46,6
558,8744,Delivered,17:04:36,5
559,8671,Delivered,10:43:46,8
560,4769,Delivered,13:24:15,33
561,9973,Delivered,10:35:59,11
562,7145,Delivered,12:50:20,13
563,2914,Delivered,16:04:12,32
564,9872,Delivered,23:45:12,21
565,9894,Delivered,18:31:52,29
566,2076,Delivered,09:55:20,14
567,4303,Delivered,12:24:39,16
568,5823,Delivered,12:37:43,13
569,2150,Delivered,21:14:04,20
570,145,Delivered,12:28:40,17
571,4964,Delivered,14:24:53,19
572,8160,Delivered,17:32:09,20
573,9031,Delivered,19:16:36,8
574,4776,Delivered,14:33:58,12
575,8934,Delivered,21:14:45,24
576,7750,Delivered,16:48:52,9
577,9829,Delivered,20:35:34,10
578,9215,Delivered,20:09:49,10
579,6061,Delivered,08:53:34,29
580,9476,Delivered,12:08:37,29
581,6410,Delivered,16:35:04,5
582,3318,Delivered,08:55:29,7
583,7465,Delivered,22:48:48,19
584,3062,Delivered,22:15:45,5
585,1356,Delivered,08:05:02,9
586,4515,Delivered,10:00:59,14
587,5506,Delivered,20:08:37,29
588,5251,Delivered,23:30:53,23
589,4512,Delivered,20:16:16,4
590,1731,Delivered,10:31:30,4
591,1759,Delivered,21:44:25,8
592,6651,Delivered,13:18:01,2
593,6647,Delivered,08:46:44,4
594,9861,Delivered,19:34:17,9
595,4140,Delivered,23:08:57,20
596,9394,Delivered,09:58:40,22
597,5124,Delivered,16:08:38,33
598,1,Delivered,19:15:55,18
599,1865,Delivered,11:25:17,4
600,544,Delivered,19:33:21,18
601,350,Delivered,19:54:29,31
602,6907,Delivered,15:58:54,10
603,9766,Delivered,08:23:55,11
604,2524,Delivered,21:17:20,8
605,3465,Delivered,16:07:58,31
606,458,Delivered,13:00:49,28
607,3024,Delivered,08:12:55,16
608,7262,Delivered,15:36:49,12
609,9516,Delivered,21:12:35,15
610,7873,Delivered,18:06:28,1
611,6626,Delivered,17:54:42,5
612,2535,Delivered,08:18:46,5
613,132,Delivered,18:55:00,20
614,3705,Delivered,23:41:55,28
615,1373,Delivered,10:07:50,19
616,6201,Delivered,21:15:51,30
617,4857,Delivered,12:05:35,27
618,4713,Delivered,10:14:42,33
619,5545,Delivered,19:17:45,22
620,1414,Delivered,09:34:39,8
621,4114,Delivered,15:15:57,30
622,656,Delivered,13:47:09,22
623,8138,Delivered,22:07:55,8
624,4099,Delivered,14:27:58,30
625,593,Delivered,18:04:27,12
626,8709,Delivered,09:45:21,29
627,3124,Delivered,12:24:58,29
628,3048,Delivered,18:13:59,10
629,3888,Delivered,22:43:01,15
630,5736,Delivered,09:03:46,19
631,2185,Delivered,13:39:13,26
632,2146,Delivered,10:20:57,10
633,7048,Delivered,09:21:14,34
634,3106,Delivered,22:54:00,21
635,9234,Delivered,10:27:36,30
636,9097,Delivered,20:19:27,17
637,2770,Delivered,21:28:09,15
638,5222,Delivered,21:07:24,10
639,5834,Delivered,23:05:26,9
640,1733,Delivered,18:04:02,17
641,266,Delivered,12:53:44,21
642,5145,Delivered,20:39:23,22
643,8268,Delivered,23:25:09,17
644,3938,Delivered,09:47:02,19
645,762,Delivered,11:36:16,2
646,7221,Delivered,17:08:28,29
647,8440,Delivered,13:45:34,20
648,3258,Delivered,11:07:43,8
649,4339,Delivered,17:20:54,19
650,4363,Delivered,09:07:26,15
651,317,Delivered,08:50:53,8
652,8070,Delivered,15:37:45,14
653,1852,Delivered,15:48:28,10
654,2485,Delivered,09:52:37,7
655,9874,Delivered,18:06:45,22
656,9575,Delivered,20:05:30,24
657,1079,Delivered,14:35:08,33
658,8359,Delivered,22:05:30,16
659,7334,Delivered,17:30:31,14
660,1072,Delivered,23:21:51,12
661,104,Delivered,11:36:28,6
662,5749,Delivered,21:45:22,14
663,1419,Delivered,19:31:04,28
664,1659,Delivered,21:04:13,9
665,5285,Delivered,20:13:59,16
666,1150,Delivered,23:39:19,10
667,7151,Delivered,22:07:04,20
668,1569,Delivered,19:17:13,5
669,1088,Delivered,19:04:35,34
670,6086,Delivered,14:16:53,32
671,8675,Delivered,22:37:13,30
672,8342,Delivered,14:05:46,12
673,7812,Delivered,12:12:43,23
674,6085,Delivered,11:08:58,18
675,8774,Delivered,14:02:47,26
676,8758,Delivered,10:30:13,13
677,1693,Delivered,19:20:36,19
678,4735,Delivered,08:57:06,24
679,3388,Delivered,21:36:05,28
680,3647,Delivered,09:11:13,34
681,1684,Delivered,10:37:55,18
682,9,Delivered,20:31:03,19
683,6063,Delivered,21:52:23,10
684,6517,Delivered,22:20:33,31
685,4124,Delivered,15:27:40,30
686,8730,Delivered,20:50:49,31
687,6046,Delivered,17:02:55,5
688,568,Delivered,16:30:02,15
689,9162,Delivered,09:38:47,7
690,1804,Delivered,23:56:54,29
691,8502,Delivered,16:54:53,25
692,4901,Delivered,20:47:46,3
693,1600,Delivered,23:40:10,10
694,7932,Delivered,08:42:32,8
695,9548,Delivered,15:18:06,9
696,2824,Delivered,11:17:47,29
697,5468,Delivered,22:34:01,1
698,3530,Delivered,10:07:12,14
699,8684,Delivered,23:19:16,30
700,1156,Delivered,10:29:58,8
701,6548,Delivered,13:09:56,9
702,9089,Delivered,17:34:02,22
703,7621,Delivered,10:42:15,19
704,8297,Delivered,08:23:08,30
705,4541,Delivered,10:31:33,7
706,9135,Delivered,19:17:17,33
707,6483,Delivered,10:44:21,15
708,5827,Delivered,09:50:35,27
709,1191,Delivered,10:30:13,10
710,7445,Delivered,12:50:21,6
711,8521,Delivered,20:22:27,18
712,961,Delivered,15:12:29,7
713,7455,Delivered,21:49:13,14
714,37,Delivered,20:19:42,5
715,7517,Delivered,19:08:25,33
716,7645,Delivered,13:31:21,11
717,4439,Delivered,16:30:01,10
718,6162,Delivered,21:16:39,29
719,7745,Delivered,21:10:35,8
720,9588,Delivered,20:19:56,32
721,8120,Delivered,14:29:55,18
722,6968,Delivered,14:18:18,4
723,5719,Delivered,22:04:03,32
724,578,Delivered,15:14:26,32
725,9834,Delivered,22:55:06,20
726,4103,Delivered,12:53:52,17
727,7647,Delivered,16:48:24,25
728,4152,Delivered,20:57:02,30
729,3131,Delivered,13:41:26,23
730,4891,Delivered,13:43:29,14
731,9976,Delivered,10:36:06,27
732,7472,Delivered,23:34:52,29
733,1834,Delivered,11:14:48,14
734,9149,Delivered,23:04:22,31
735,4892,Delivered,20:25:06,1
736,2288,Delivered,20:56:34,16
737,1331,Delivered,15:28:17,6
738,2772,Delivered,23:30:35,13
739,3687,Delivered,21:47:21,3
740,8284,Delivered,21:32:10,18
741,5929,Delivered,20:36:21,2
742,638,Delivered,14:45:48,32
743,48,Delivered,09:51:56,8
744,2603,Delivered,11:18:08,1
745,1966,Delivered,16:51:19,12
746,2169,Delivered,19:54:08,27
747,5050,Delivered,13:54:25,8
748,3335,Delivered,22:18:44,3
749,3020,Delivered,21:30:36,14
750,8765,Delivered,14:23:07,26
751,9177,Delivered,23:27:23,7
752,1361,Delivered,11:01:48,22
753,5799,Delivered,10:00:33,14
754,9401,Delivered,11:55:32,4
755,3252,Delivered,16:00:13,2
756,6301,Delivered,08:46:18,24
757,2252,Delivered,11:34:02,32
758,6028,Delivered,12:43:05,16
759,1176,Delivered,17:59:37,28
760,8800,Delivered,11:59:42,3
761,3280,Delivered,19:30:28,15
762,2974,Delivered,18:13:30,32
763,3397,Delivered,22:02:39,18
764,6940,Delivered,22:44:50,9
765,966,Delivered,09:16:34,17
766,8575,Delivered,18:55:10,28
767,743,Delivered,11:52:10,24
768,7515,Delivered,21:38:39,24
769,3315,Delivered,14:22:18,15
770,4899,Delivered,09:42:59,25
771,9341,Delivered,15:32:01,31
772,4673,Delivered,18:04:32,1
773,8619,Delivered,09:04:54,29
774,1218,Delivered,18:15:46,9
775,4398,Delivered,11:14:17,13
776,6081,Delivered,20:34:09,32
777,2615,Delivered,22:03:11,19
778,2621,Delivered,21:05:50,15
779,8715,Delivered,22:20:10,15
